# Protein abundances computed from file 'C:\Users\timot\AppData\Local\Temp\knime_KNIME_project78896\fs-IDMer_0-71-78920\000\000\IDMerger_0\20170419_GM_Cyano_1000_R1_BC1_01_2485.mzML.idXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'Crux_0000-00-00T00:00:00', 2: 'Crux_2019-01-09T17:14:07', 3: 'Crux_2019-01-09T17:14:11', 4: 'Crux_2019-01-09T17:14:16', 5: 'Crux_2019-01-09T17:14:20', 6: 'Crux_2019-01-09T17:14:28', 7: 'Crux_2019-01-09T17:14:35', 8: 'Crux_2019-01-09T17:14:43', 9: 'Crux_2019-01-09T17:14:51', 10: 'Crux_2019-01-09T17:14:58'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sgl0001"	1	0	5	3	1	4	2	2	3	4	5	2	7
"sgl0002"	1	0	4	1	3	2	5	0	1	0	0	1	1
"sll0002"	1	0	100	64	71	77	72	87	96	87	79	86	66
"sll0005"	1	0	86	25	15	15	27	30	52	57	55	68	51
"sll0006"	1	0	41	13	18	14	14	9	27	34	27	21	26
"sll0007"	1	0	14	5	4	6	4	5	4	10	5	6	9
"sll0008"	1	0	15	4	1	3	6	2	16	14	17	17	12
"sll0010"	1	0	19	11	7	9	7	20	13	12	11	5	7
"sll0016"	1	0	50	32	39	36	40	24	59	63	51	61	51
"sll0017"	1	0	48	27	12	31	34	16	34	46	42	37	44
"sll0018"	1	0	38	42	33	34	46	37	43	26	42	42	41
"sll0019"	1	0	35	31	20	22	24	14	41	39	41	35	51
"sll0020"	1	0	142	87	61	71	70	53	130	137	145	128	126
"sll0021"	1	0	40	20	15	16	27	12	18	21	20	21	20
"sll0022"	1	0	41	23	17	20	15	16	36	38	32	26	24
"sll0023"	1	0	42	14	9	20	17	12	26	30	21	24	23
"sll0024"	1	0	43	18	18	16	13	14	49	46	33	25	29
"sll0026"	1	0	19	3	5	3	2	4	14	12	15	10	5
"sll0027"	1	0	21	39	38	36	31	47	16	11	23	12	21
"sll0030"	1	0	40	24	22	21	21	12	27	32	21	22	24
"sll0031"	1	0	28	16	14	5	12	13	30	39	23	21	14
"sll0033"	1	0	57	28	21	20	24	16	27	37	38	30	25
"sll0034"	1	0	27	18	15	14	16	9	19	18	31	26	21
"sll0036"	1	0	29	3	6	5	7	6	19	10	16	16	20
"sll0037"	1	0	42	15	12	20	15	9	44	33	47	33	29
"sll0038"	1	0	55	20	10	21	13	14	28	29	32	39	35
"sll0039"	1	0	22	5	11	10	14	15	13	13	11	13	11
"sll0040"	1	0	11	6	6	9	5	5	12	12	13	18	10
"sll0041"	1	0	91	26	20	22	23	26	57	50	56	44	48
"sll0042"	1	0	23	22	20	15	12	16	34	38	38	29	32
"sll0043"	1	0	122	73	61	70	75	79	85	98	96	85	96
"sll0044"	1	0	19	8	9	9	7	6	22	14	24	17	16
"sll0045"	1	0	92	41	45	37	61	46	52	46	48	58	53
"sll0048"	1	0	47	13	16	14	13	16	40	51	48	53	29
"sll0051"	1	0	22	13	13	14	6	17	27	24	29	20	20
"sll0053"	1	0	63	29	30	25	34	29	29	34	36	31	35
"sll0055"	1	0	48	31	28	21	27	25	34	42	33	37	28
"sll0057"	1	0	39	13	13	24	21	22	36	46	36	44	34
"sll0058"	1	0	86	54	47	34	50	41	68	55	47	58	69
"sll0060"	1	0	25	10	9	13	17	13	31	24	16	18	21
"sll0062"	1	0	9	5	7	1	1	2	1	3	2	0	5
"sll0063"	1	0	22	1	3	6	8	1	8	8	9	5	10
"sll0064"	1	0	27	7	4	5	7	7	15	12	16	15	14
"sll0065"	1	0	36	14	14	14	10	13	26	24	23	16	26
"sll0066"	1	0	21	3	3	3	4	1	14	16	14	14	16
"sll0067"	1	0	19	8	10	10	10	11	16	12	13	8	12
"sll0068"	1	0	102	40	40	29	42	24	57	63	53	62	53
"sll0069"	1	0	38	30	19	29	21	24	35	41	39	51	44
"sll0070"	1	0	25	12	15	4	13	8	10	20	18	21	15
"sll0071"	1	0	41	20	17	18	18	10	11	16	13	16	24
"sll0072"	1	0	26	10	11	11	10	16	8	11	24	14	21
"sll0078"	1	0	102	50	48	58	51	35	66	65	79	77	77
"sll0080"	1	0	45	20	9	16	16	11	40	40	48	46	44
"sll0082"	1	0	7	3	11	3	1	3	7	7	4	7	7
"sll0083"	1	0	15	2	7	4	6	3	6	4	10	8	3
"sll0084"	1	0	17	4	2	6	2	3	19	15	12	11	12
"sll0085"	1	0	47	32	15	21	25	28	42	50	49	47	42
"sll0086"	1	0	57	23	20	20	24	20	42	52	48	40	39
"sll0088"	1	0	27	4	2	3	5	10	23	24	32	25	20
"sll0092"	1	0	21	5	4	7	9	4	11	6	9	9	11
"sll0094"	1	0	41	13	10	11	6	12	19	22	13	19	18
"sll0095"	1	0	61	19	28	28	31	23	27	26	34	30	44
"sll0096"	1	0	63	31	29	45	31	19	48	49	43	43	58
"sll0098"	1	0	41	23	12	22	18	11	43	37	27	42	32
"sll0099"	1	0	35	19	22	19	13	20	15	21	21	21	19
"sll0100"	1	0	31	10	2	5	9	12	22	25	27	17	15
"sll0101"	1	0	17	5	5	8	5	1	12	13	13	11	8
"sll0102"	1	0	48	25	16	17	15	15	29	29	32	28	25
"sll0103"	1	0	64	32	42	26	33	25	58	57	50	63	45
"sll0107"	1	0	11	8	5	5	7	3	6	4	2	3	7
"sll0108"	1	0	17	7	4	4	9	11	15	11	16	11	25
"sll0109"	1	0	16	3	2	1	3	2	13	12	14	15	15
"sll0135"	1	0	30	7	10	11	14	10	22	14	8	14	10
"sll0136"	1	0	42	23	19	20	17	21	19	15	28	29	25
"sll0140"	1	0	8	12	7	7	2	5	8	10	15	7	10
"sll0141"	1	0	70	26	28	33	28	22	59	53	52	39	42
"sll0142"	1	0	74	31	21	18	25	29	53	45	50	60	39
"sll0144"	1	0	33	23	22	28	19	21	26	27	32	42	29
"sll0145"	1	0	47	30	17	26	22	21	53	44	37	50	50
"sll0146"	1	0	22	9	5	10	5	9	12	10	7	15	8
"sll0147"	1	0	78	30	22	29	35	23	68	69	59	62	51
"sll0148"	1	0	55	34	35	40	33	21	40	31	36	31	33
"sll0149"	1	0	53	26	14	20	19	21	39	51	47	37	33
"sll0154"	1	0	79	45	45	37	45	33	91	87	74	67	76
"sll0156"	1	0	9	8	9	6	8	7	5	8	4	6	7
"sll0157"	1	0	13	1	1	3	3	5	7	13	7	4	10
"sll0158"	1	0	77	21	27	31	35	42	73	72	59	62	64
"sll0160"	1	0	18	15	7	2	9	8	19	13	19	9	14
"sll0161"	1	0	2	0	0	0	0	0	0	1	1	2	1
"sll0162"	1	0	43	29	17	19	20	24	43	26	28	38	32
"sll0163"	1	0	156	72	60	78	81	56	118	110	107	97	98
"sll0166"	1	0	55	23	17	25	18	22	37	41	55	54	46
"sll0167"	1	0	9	0	6	2	0	5	9	6	4	2	3
"sll0168"	1	0	9	5	2	1	1	0	2	6	10	4	4
"sll0169"	1	0	55	31	21	14	27	23	35	34	27	35	40
"sll0170"	1	0	96	64	89	56	58	70	111	123	144	132	135
"sll0171"	1	0	54	28	24	21	30	16	46	50	41	42	36
"sll0172"	1	0	10	4	4	6	8	3	4	11	6	7	2
"sll0173"	1	0	38	23	33	25	22	26	48	40	64	52	50
"sll0174"	1	0	22	15	7	8	9	10	13	12	5	8	10
"sll0175"	1	0	69	41	23	30	39	38	36	35	40	42	42
"sll0176"	1	0	15	9	7	6	8	5	17	12	10	14	16
"sll0177"	1	0	63	29	27	27	32	23	26	31	31	34	21
"sll0178"	1	0	180	111	94	91	80	86	138	119	125	149	147
"sll0179"	1	0	61	38	27	31	28	26	45	35	36	41	46
"sll0180"	1	0	58	24	24	28	19	25	49	40	39	38	38
"sll0181"	1	0	42	22	23	22	22	27	39	40	49	41	40
"sll0182"	1	0	45	17	23	26	20	24	22	24	41	23	15
"sll0183"	1	0	21	5	9	13	13	8	18	14	12	15	17
"sll0184"	1	0	67	19	14	21	20	25	42	50	47	42	41
"sll0185"	1	0	57	20	15	31	29	18	48	53	39	59	48
"sll0188"	1	0	31	20	34	27	17	22	38	40	29	34	32
"sll0189"	1	0	17	4	4	1	10	6	16	12	8	14	4
"sll0191"	1	0	41	29	22	23	33	30	37	42	37	44	33
"sll0192"	1	0	43	18	8	16	17	23	28	38	33	25	23
"sll0194"	1	0	6	1	2	1	3	2	3	2	1	2	2
"sll0195"	1	0	34	21	18	23	19	19	38	40	37	39	38
"sll0198"	1	0	8	2	0	1	3	2	1	3	3	3	2
"sll0199"	1	0	16	13	16	16	13	18	12	14	19	13	14
"sll0202"	1	0	99	44	47	67	64	41	58	60	69	70	80
"sll0204"	1	0	56	40	26	26	30	42	45	35	45	50	46
"sll0205"	1	0	12	4	2	3	5	3	6	5	8	5	12
"sll0207"	1	0	40	16	10	16	18	9	20	23	25	21	19
"sll0208"	1	0	36	36	36	34	35	27	48	42	30	45	46
"sll0209"	1	0	55	29	24	22	29	32	35	42	32	34	38
"sll0210"	1	0	17	3	5	5	2	5	8	15	7	5	10
"sll0216"	1	0	34	20	27	24	22	13	28	31	24	22	25
"sll0217"	1	0	40	7	8	9	14	10	38	24	27	18	18
"sll0218"	1	0	12	6	1	5	3	4	10	13	13	10	5
"sll0219"	1	0	77	38	34	43	41	34	54	68	51	47	44
"sll0220"	1	0	53	16	24	29	20	30	42	49	34	41	38
"sll0221"	1	0	16	5	6	7	6	3	14	13	14	13	14
"sll0222"	1	0	23	20	15	21	9	20	19	16	15	31	28
"sll0223"	1	0	18	14	13	17	18	15	29	28	33	28	16
"sll0224"	1	0	34	14	24	22	18	17	46	35	37	37	42
"sll0225"	1	0	48	9	12	10	8	18	14	18	20	18	15
"sll0226"	1	0	26	13	4	14	9	12	8	9	14	16	11
"sll0227"	1	0	20	14	11	6	11	12	23	23	14	18	21
"sll0228"	1	0	40	33	25	19	30	26	38	44	46	51	41
"sll0230"	1	0	16	23	19	22	18	26	31	28	14	22	22
"sll0236"	1	0	53	59	54	54	50	31	44	43	53	44	48
"sll0237"	1	0	23	4	8	5	3	3	10	5	7	13	11
"sll0238"	1	0	14	10	5	16	7	4	10	10	10	10	14
"sll0240"	1	0	26	5	18	14	12	5	16	8	4	17	17
"sll0241"	1	0	46	16	13	15	8	12	39	34	32	39	26
"sll0242"	1	0	93	19	24	16	25	27	55	55	57	54	44
"sll0243"	1	0	20	9	11	10	13	12	7	7	6	10	12
"sll0244"	1	0	28	5	14	6	8	2	20	21	22	13	15
"sll0245"	1	0	44	11	15	15	18	11	36	39	40	34	40
"sll0247"	1	0	11	6	3	6	9	8	5	11	7	10	6
"sll0248"	1	0	17	1	1	3	5	6	10	9	10	13	11
"sll0249"	1	0	9	1	0	0	1	3	13	9	9	5	8
"sll0250"	1	0	30	13	12	12	17	9	14	13	13	14	14
"sll0252"	1	0	32	19	13	18	12	15	20	22	24	22	17
"sll0253"	1	0	17	18	17	23	12	12	16	16	18	29	21
"sll0254"	1	0	55	19	15	15	18	13	38	43	38	63	59
"sll0257"	1	0	9	6	3	9	6	8	9	5	5	5	3
"sll0258"	1	0	21	12	17	12	13	18	31	33	37	36	43
"sll0260"	1	0	37	18	18	17	11	12	31	37	43	33	33
"sll0261"	1	0	32	12	14	24	10	8	21	20	22	24	19
"sll0262"	1	0	26	16	13	18	20	20	15	25	20	28	24
"sll0263"	1	0	19	2	2	4	4	5	13	14	8	4	6
"sll0264"	1	0	45	17	19	18	24	14	17	15	18	26	25
"sll0265"	1	0	23	10	9	13	11	6	10	15	18	20	19
"sll0266"	1	0	38	36	30	17	30	43	37	33	37	37	37
"sll0267"	1	0	195	109	116	125	98	98	166	135	133	139	117
"sll0268"	1	0	13	11	12	17	15	16	16	12	10	16	9
"sll0269"	1	0	18	5	12	4	7	17	7	10	7	4	6
"sll0270"	1	0	101	40	28	40	32	29	57	63	55	59	49
"sll0271"	1	0	41	25	17	24	28	15	21	28	26	27	29
"sll0272"	1	0	18	14	6	11	8	8	21	20	21	23	13
"sll0273"	1	0	40	15	10	12	16	19	25	29	29	27	23
"sll0274"	1	0	29	21	12	19	16	15	18	14	23	17	22
"sll0280"	1	0	59	24	13	16	16	20	51	44	43	29	30
"sll0281"	1	0	36	15	8	11	12	11	30	18	29	26	16
"sll0282"	1	0	22	5	1	6	1	2	8	13	10	9	9
"sll0283"	1	0	42	20	20	15	19	23	24	23	30	25	21
"sll0284"	1	0	78	32	14	33	33	16	66	66	60	51	48
"sll0286"	1	0	29	8	7	10	8	9	23	20	27	26	33
"sll0288"	1	0	25	13	12	14	13	15	20	27	15	18	16
"sll0289"	1	0	36	8	10	8	8	4	25	22	30	40	23
"sll0290"	1	0	86	42	39	33	38	38	89	72	99	75	90
"sll0293"	1	0	8	12	12	8	5	12	17	17	15	19	20
"sll0294"	1	0	50	27	19	13	24	22	36	34	42	33	21
"sll0295"	1	0	20	9	10	12	11	10	12	13	13	14	16
"sll0296"	1	0	17	3	2	4	2	2	11	4	5	0	4
"sll0297"	1	0	27	23	9	22	14	17	12	18	11	9	6
"sll0298"	1	0	20	7	7	6	5	9	13	14	9	14	10
"sll0300"	1	0	15	3	8	22	17	7	9	9	6	4	6
"sll0301"	1	0	17	5	7	9	13	9	18	18	13	7	11
"sll0306"	1	0	48	28	16	19	18	12	29	44	36	40	44
"sll0309"	1	0	24	21	10	10	9	18	16	17	23	16	16
"sll0310"	1	0	21	10	13	10	10	21	12	15	13	12	12
"sll0312"	1	0	21	8	5	7	6	7	9	10	6	9	6
"sll0314"	1	0	41	38	34	33	29	20	57	53	48	51	42
"sll0315"	1	0	3	1	0	1	0	0	0	0	1	1	0
"sll0317"	1	0	3	22	28	31	23	22	3	4	2	5	7
"sll0318"	1	0	35	11	12	6	9	11	31	34	24	31	30
"sll0319"	1	0	28	11	13	5	9	6	20	27	20	23	19
"sll0320"	1	0	38	26	11	15	17	10	32	35	42	27	26
"sll0321"	1	0	54	36	25	27	34	16	44	40	46	53	42
"sll0322"	1	0	56	32	25	31	33	27	42	40	40	43	31
"sll0325"	1	0	42	13	11	10	15	22	39	35	41	32	27
"sll0328"	1	0	29	12	9	6	11	4	16	25	15	21	12
"sll0329"	1	0	72	48	34	46	39	32	81	107	112	81	69
"sll0330"	1	0	39	24	18	22	22	15	21	12	20	27	26
"sll0335"	1	0	47	14	14	28	22	12	24	31	30	29	31
"sll0336"	1	0	47	27	14	27	29	30	58	53	52	42	42
"sll0337"	1	0	48	19	16	19	22	13	23	31	23	20	24
"sll0350"	1	0	46	9	16	17	15	9	20	22	24	16	14
"sll0354"	1	0	7	4	0	2	2	2	10	7	11	9	13
"sll0355"	1	0	12	5	4	6	1	4	5	6	3	6	3
"sll0356"	1	0	16	8	4	11	8	5	4	7	7	13	11
"sll0359"	1	0	28	9	15	8	8	19	55	46	46	46	48
"sll0360"	1	0	9	0	2	3	4	4	6	13	15	13	10
"sll0361"	1	0	23	18	18	16	12	19	22	26	25	25	23
"sll0362"	1	0	108	53	52	54	60	45	78	62	71	74	74
"sll0364"	1	0	8	35	13	16	19	16	15	20	26	21	21
"sll0368"	1	0	25	3	5	7	8	5	10	7	12	6	3
"sll0369"	1	0	16	1	2	3	4	3	4	9	7	7	12
"sll0370"	1	0	146	64	64	71	65	72	134	127	106	103	114
"sll0371"	1	0	77	31	20	33	38	26	42	39	38	47	32
"sll0372"	1	0	15	12	3	5	6	9	13	6	5	11	7
"sll0373"	1	0	38	21	18	18	13	4	26	19	17	20	30
"sll0374"	1	0	35	16	13	18	19	17	34	42	30	36	24
"sll0375"	1	0	28	8	5	6	16	9	23	21	24	23	26
"sll0376"	1	0	11	5	5	2	6	5	13	13	18	10	7
"sll0377"	1	0	162	83	59	87	93	70	125	118	113	121	119
"sll0378"	1	0	28	6	9	11	11	10	20	17	24	18	20
"sll0379"	1	0	37	34	21	23	34	31	23	20	26	31	28
"sll0380"	1	0	30	12	11	6	11	4	20	25	17	30	16
"sll0381"	1	0	26	17	14	16	17	14	22	21	18	16	11
"sll0382"	1	0	8	2	1	6	4	2	2	3	1	4	4
"sll0383"	1	0	9	5	3	0	5	1	6	5	4	4	3
"sll0384"	1	0	27	23	22	17	15	11	28	22	23	17	10
"sll0385"	1	0	29	9	19	12	14	9	43	52	27	41	41
"sll0394"	1	0	20	12	11	15	12	33	29	28	22	19	30
"sll0395"	1	0	37	9	11	8	7	3	24	32	21	23	20
"sll0396"	1	0	41	14	17	18	13	19	30	17	20	30	14
"sll0397"	1	0	9	3	3	5	5	2	6	7	2	5	4
"sll0398"	1	0	61	22	23	20	19	26	30	33	21	38	30
"sll0400"	1	0	9	5	4	3	4	3	15	10	11	13	7
"sll0401"	1	0	57	45	41	43	40	46	63	60	63	55	50
"sll0402"	1	0	34	44	44	42	40	49	55	52	48	46	49
"sll0403"	1	0	25	6	10	15	12	23	29	30	26	20	18
"sll0404"	1	0	45	30	24	19	19	20	25	33	39	39	31
"sll0405"	1	0	36	28	16	26	28	21	23	19	26	19	20
"sll0406"	1	0	32	21	19	25	23	25	18	27	30	23	42
"sll0408"	1	0	46	33	23	38	60	22	57	42	57	64	63
"sll0409"	1	0	37	28	38	38	33	28	21	16	28	25	20
"sll0410"	1	0	22	2	8	5	5	1	12	17	9	11	10
"sll0412"	1	0	53	16	9	19	18	17	27	16	22	17	21
"sll0413"	1	0	24	20	18	12	19	16	22	19	24	17	22
"sll0414"	1	0	30	13	8	6	14	4	16	16	22	16	17
"sll0415"	1	0	43	13	16	16	14	11	19	28	19	19	15
"sll0416"	1	0	72	29	43	36	40	54	111	114	128	156	120
"sll0418"	1	0	24	8	3	4	9	6	4	13	11	15	13
"sll0419"	1	0	3	0	0	2	1	0	0	2	1	2	1
"sll0420"	1	0	14	5	6	3	1	9	12	9	7	9	9
"sll0421"	1	0	65	64	42	50	44	54	85	86	77	79	73
"sll0422"	1	0	49	27	20	24	26	18	42	38	33	54	52
"sll0423"	1	0	15	2	5	6	12	2	8	4	10	2	9
"sll0424"	1	0	47	20	20	26	33	4	25	23	20	23	32
"sll0426"	1	0	12	10	13	12	11	14	21	12	12	14	17
"sll0427"	1	0	34	25	18	18	27	17	30	36	35	41	39
"sll0428"	1	0	26	11	7	5	12	2	13	14	15	16	15
"sll0430"	1	0	101	42	30	38	33	26	74	74	81	85	87
"sll0436"	1	0	22	11	14	10	17	12	20	35	33	19	11
"sll0441"	1	0	56	16	24	26	17	19	46	46	31	41	30
"sll0442"	1	0	4	0	3	0	1	0	2	1	3	2	0
"sll0443"	1	0	41	20	17	17	13	19	49	54	41	33	23
"sll0444"	1	0	10	2	0	3	4	4	3	4	7	4	3
"sll0445"	1	0	49	28	31	21	19	15	30	24	24	19	24
"sll0446"	1	0	106	40	28	26	36	26	71	59	76	74	54
"sll0447"	1	0	40	29	33	45	29	34	23	26	28	24	28
"sll0448"	1	0	44	15	19	5	17	7	36	22	33	27	22
"sll0449"	1	0	41	21	9	27	19	14	32	29	36	27	25
"sll0450"	1	0	23	9	21	10	16	13	14	15	12	8	17
"sll0451"	1	0	26	32	29	36	26	35	31	21	17	25	14
"sll0454"	1	0	49	24	13	29	18	17	27	31	33	34	27
"sll0455"	1	0	27	17	14	11	6	7	15	15	14	13	18
"sll0456"	1	0	34	23	16	10	10	14	22	18	11	20	25
"sll0459"	1	0	98	41	37	37	44	30	52	39	58	58	62
"sll0461"	1	0	52	17	12	9	17	8	24	27	22	30	28
"sll0462"	1	0	14	0	2	5	1	5	6	3	11	5	3
"sll0467"	1	0	40	17	10	14	9	12	33	37	34	34	39
"sll0469"	1	0	41	39	23	33	25	26	41	37	38	45	41
"sll0470"	1	0	25	22	10	21	13	15	26	16	16	22	27
"sll0471"	1	0	72	40	40	34	43	47	46	61	56	52	36
"sll0473"	1	0	30	33	20	25	29	13	25	20	35	27	21
"sll0474"	1	0	76	26	38	38	35	28	39	40	35	40	40
"sll0477"	1	0	38	20	18	25	30	22	19	37	32	32	32
"sll0478"	1	0	17	7	6	10	6	7	7	3	16	10	7
"sll0479"	1	0	7	13	15	12	7	13	4	7	9	5	6
"sll0480"	1	0	55	49	52	58	54	53	81	101	93	116	96
"sll0481"	1	0	10	4	2	7	5	1	11	4	7	13	3
"sll0482"	1	0	44	13	22	22	10	18	35	28	40	36	31
"sll0484"	1	0	40	15	12	18	30	11	22	20	27	22	29
"sll0485"	1	0	39	18	14	12	15	9	17	13	18	16	18
"sll0486"	1	0	16	18	12	8	10	10	12	22	17	9	18
"sll0487"	1	0	44	32	17	27	32	27	16	28	40	21	24
"sll0488"	1	0	25	16	5	13	11	9	22	15	29	23	22
"sll0489"	1	0	37	20	20	10	17	13	27	28	21	21	35
"sll0493"	1	0	28	7	5	11	9	4	10	11	11	11	8
"sll0494"	1	0	3	1	0	2	0	0	0	2	0	1	0
"sll0495"	1	0	72	31	31	29	29	34	72	80	79	63	75
"sll0496"	1	0	49	38	28	30	33	27	34	40	35	29	22
"sll0497"	1	0	42	11	13	16	15	10	30	38	38	47	30
"sll0498"	1	0	14	2	1	3	0	2	4	8	6	10	5
"sll0499"	1	0	87	37	40	32	29	31	61	74	65	62	52
"sll0501"	1	0	51	16	17	12	18	14	24	25	25	20	31
"sll0502"	1	0	91	39	43	46	35	36	59	67	72	70	65
"sll0503"	1	0	41	13	12	13	9	17	19	27	19	23	19
"sll0504"	1	0	45	28	33	26	26	27	33	23	32	42	30
"sll0505"	1	0	37	8	12	6	11	9	13	18	11	13	18
"sll0506"	1	0	48	41	41	63	48	46	51	52	55	34	58
"sll0507"	1	0	45	19	18	24	13	11	42	43	46	44	43
"sll0508"	1	0	29	22	5	12	7	9	40	40	34	24	32
"sll0509"	1	0	22	10	6	5	7	5	9	10	10	14	16
"sll0513"	1	0	43	22	32	31	33	22	32	28	44	45	40
"sll0514"	1	0	42	12	14	15	10	10	48	51	47	46	47
"sll0517"	1	0	18	35	29	28	29	22	24	19	21	26	18
"sll0518"	1	0	59	58	58	55	52	38	32	47	39	31	39
"sll0519"	1	0	19	12	9	11	12	13	12	20	21	17	16
"sll0520"	1	0	30	29	19	21	16	13	58	45	40	26	32
"sll0521"	1	0	10	13	3	10	14	9	5	5	5	1	2
"sll0522"	1	0	7	5	1	3	0	2	5	3	6	5	5
"sll0524"	1	0	25	7	5	7	3	5	14	18	19	16	17
"sll0525"	1	0	16	2	5	2	2	4	11	12	7	13	8
"sll0528"	1	0	11	5	1	5	2	2	6	17	7	5	4
"sll0529"	1	0	59	24	21	21	21	20	54	50	56	58	44
"sll0532"	1	0	18	17	26	18	16	13	10	15	15	15	12
"sll0533"	1	0	78	48	42	47	55	28	80	92	106	107	86
"sll0534"	1	0	22	10	9	8	5	8	25	25	21	18	17
"sll0535"	1	0	76	42	46	49	38	36	58	67	51	59	57
"sll0536"	1	0	36	22	23	39	43	26	24	38	26	29	34
"sll0537"	1	0	25	7	9	9	13	8	13	14	9	10	13
"sll0539"	1	0	44	17	14	19	25	19	26	38	25	25	21
"sll0540"	1	0	14	3	7	4	4	6	20	15	14	15	11
"sll0541"	1	0	31	20	19	20	16	14	28	26	28	32	24
"sll0542"	1	0	88	53	36	50	48	47	67	82	72	75	71
"sll0543"	1	0	9	1	1	1	1	0	3	3	1	2	4
"sll0544"	1	0	34	15	11	10	11	9	14	18	16	24	19
"sll0545"	1	0	24	9	4	4	10	11	10	13	7	9	11
"sll0546"	1	0	21	9	11	8	14	12	18	19	17	15	15
"sll0547"	1	0	22	8	10	7	6	8	13	11	10	12	12
"sll0549"	1	0	13	2	3	1	5	5	5	10	6	8	4
"sll0550"	1	0	75	39	41	22	45	20	70	59	60	66	61
"sll0552"	1	0	24	24	23	26	21	16	10	11	10	10	10
"sll0553"	1	0	25	11	7	8	14	4	13	14	16	12	8
"sll0554"	1	0	28	12	18	19	13	11	45	43	31	37	27
"sll0555"	1	0	24	1	3	4	3	4	14	10	11	13	9
"sll0556"	1	0	28	12	8	9	12	12	5	13	6	13	13
"sll0558"	1	0	23	11	12	13	14	12	17	19	15	14	18
"sll0563"	1	0	33	34	41	44	38	24	26	20	36	25	39
"sll0564"	1	0	33	13	8	13	20	11	32	17	29	18	29
"sll0565"	1	0	22	9	10	11	9	10	24	20	15	14	16
"sll0567"	1	0	32	37	30	30	30	31	25	21	33	30	37
"sll0569"	1	0	58	16	26	23	27	16	38	55	43	50	50
"sll0572"	1	0	58	29	20	21	27	16	36	46	37	38	37
"sll0573"	1	0	29	26	24	24	23	33	30	26	20	25	24
"sll0574"	1	0	9	13	14	7	12	20	6	11	5	7	5
"sll0575"	1	0	38	21	24	24	26	22	32	23	31	30	28
"sll0576"	1	0	54	19	15	22	14	19	41	50	50	52	56
"sll0577"	1	0	12	17	9	10	16	9	11	12	7	11	9
"sll0578"	1	0	30	16	11	11	18	11	26	26	19	28	32
"sll0584"	1	0	14	6	2	5	1	6	5	3	7	4	4
"sll0585"	1	0	36	10	12	13	14	9	29	20	22	26	24
"sll0586"	1	0	56	20	37	38	40	32	47	49	42	39	25
"sll0587"	1	0	50	22	18	19	14	12	38	51	37	34	44
"sll0588"	1	0	8	1	4	6	3	6	15	10	13	8	3
"sll0590"	1	0	32	18	10	10	16	6	14	9	10	18	6
"sll0593"	1	0	37	27	21	34	23	19	36	29	29	26	49
"sll0594"	1	0	16	9	10	9	11	6	10	6	9	9	7
"sll0595"	1	0	13	11	7	10	12	12	10	17	10	16	10
"sll0596"	1	0	17	10	6	11	5	5	11	10	14	14	12
"sll0597"	1	0	22	12	6	9	12	0	8	9	5	8	15
"sll0601"	1	0	22	9	8	3	9	1	9	15	12	9	19
"sll0602"	1	0	63	21	30	29	30	15	47	47	43	40	41
"sll0603"	1	0	40	14	14	21	20	16	35	41	30	28	26
"sll0606"	1	0	39	49	35	33	30	26	35	36	45	46	38
"sll0608"	1	0	3	1	3	2	1	2	6	1	1	3	4
"sll0609"	1	0	4	7	11	5	3	12	11	5	11	6	11
"sll0611"	1	0	10	8	5	7	7	8	6	10	6	12	11
"sll0613"	1	0	44	20	12	11	11	10	22	24	31	18	12
"sll0614"	1	0	3	7	1	3	5	2	3	0	3	5	1
"sll0615"	1	0	21	8	9	5	7	9	18	19	22	19	20
"sll0616"	1	0	166	85	79	107	102	74	136	149	160	152	159
"sll0617"	1	0	48	30	30	30	21	31	31	41	38	41	42
"sll0621"	1	0	7	2	2	1	2	1	0	0	4	2	1
"sll0622"	1	0	41	16	19	22	18	12	33	28	24	28	18
"sll0623"	1	0	11	2	2	2	3	3	9	7	13	8	8
"sll0624"	1	0	11	2	0	2	2	1	8	10	4	12	4
"sll0625"	1	0	15	1	1	3	5	6	10	14	13	9	7
"sll0626"	1	0	55	19	27	20	9	30	28	44	29	40	38
"sll0629"	1	0	11	8	8	3	8	4	8	6	6	9	4
"sll0630"	1	0	35	22	19	10	14	16	31	32	36	16	23
"sll0631"	1	0	54	20	14	35	19	19	28	28	30	32	26
"sll0634"	1	0	19	7	1	3	8	5	18	25	17	18	10
"sll0635"	1	0	55	26	27	27	24	25	36	45	55	48	31
"sll0638"	1	0	31	13	7	11	5	14	23	11	19	9	13
"sll0639"	1	0	39	22	12	27	14	20	31	32	29	28	26
"sll0640"	1	0	47	8	5	5	7	9	15	20	23	18	17
"sll0641"	1	0	32	10	10	10	5	14	8	15	13	16	16
"sll0643"	1	0	21	7	11	12	12	8	13	16	14	17	14
"sll0644"	1	0	26	5	11	6	7	5	15	14	14	13	5
"sll0645"	1	0	21	24	22	26	24	19	24	27	25	15	13
"sll0646"	1	0	58	24	18	18	19	17	36	25	36	37	27
"sll0647"	1	0	17	4	3	8	10	3	9	14	6	12	6
