# Protein abundances computed from file 'C:\Users\timot\AppData\Local\Temp\knime_KNIME_project41745\fs-IDMer_0-71-41787\000\000\IDMerger_0\20170419_GM_Cyano_1000_R1_BC1_01_2485.idXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'MS-GF+_2019-01-05T22:59:50', 2: 'MS-GF+_2019-01-06T09:31:45', 3: 'MS-GF+_2019-01-06T10:13:29', 4: 'MS-GF+_2019-01-06T10:58:19', 5: 'MS-GF+_2019-01-06T11:44:39', 6: 'MS-GF+_2019-01-06T13:08:17', 7: 'MS-GF+_2019-01-06T14:31:32', 8: 'MS-GF+_2019-01-06T15:56:55', 9: 'MS-GF+_2019-01-06T17:17:30', 10: 'MS-GF+_2019-01-06T18:32:53'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"slr1899"	1	0	23	18	24	10	22	26	18	21	25	15	22
"slr1900"	1	0	52	31	28	24	25	27	35	29	43	36	38
"slr1901"	1	0	58	21	31	19	14	27	25	20	19	24	21
"slr1902"	1	0	2	5	7	6	8	3	0	1	0	0	0
"slr1903"	1	0	38	14	15	16	12	20	19	20	25	19	18
"slr1906"	1	0	24	20	6	5	10	11	15	16	10	14	22
"slr1907"	1	0	14	6	7	12	10	11	3	5	4	8	5
"slr1908"	1	0	55	23	30	17	20	27	60	50	71	56	68
"slr1909"	1	0	31	14	7	8	6	9	15	18	19	16	24
"slr1910"	1	0	57	37	36	36	38	43	30	26	22	41	40
"slr1911"	1	0	14	7	5	4	6	7	14	12	14	8	5
"slr1912"	1	0	7	14	21	8	10	18	10	6	5	4	3
"slr1913"	1	0	26	8	5	1	6	7	5	7	6	6	6
"slr1914"	1	0	15	28	34	24	46	31	23	28	21	15	20
"slr1915"	1	0	51	39	37	28	29	43	55	49	54	41	55
"slr1916"	1	0	33	32	23	21	24	20	25	25	18	17	18
"slr1917"	1	0	39	10	7	16	14	24	16	16	13	5	12
"slr1918"	1	0	24	21	6	9	10	7	9	9	15	14	17
"slr1919"	1	0	100	39	37	37	39	44	61	60	66	51	56
"slr1920"	1	0	91	63	81	54	60	75	63	62	47	55	60
"slr1923"	1	0	68	29	25	27	29	31	41	45	47	30	42
"slr1924"	1	0	25	7	10	6	10	9	14	19	18	16	14
"slr1925"	1	0	29	21	12	18	16	19	12	17	12	21	22
"slr1926"	1	0	44	8	7	10	11	8	15	14	13	16	11
"slr1927"	1	0	69	46	42	35	42	45	36	36	27	40	14
"slr1928"	1	0	18	4	1	3	4	4	10	10	11	10	7
"slr1929"	1	0	20	2	12	8	7	8	13	8	11	14	16
"slr1930"	1	0	39	31	22	19	12	24	28	25	20	43	23
"slr1931"	1	0	26	26	22	16	22	14	27	28	27	26	21
"slr1932"	1	0	17	13	8	10	12	17	17	10	12	9	10
"slr1933"	1	0	24	21	8	22	25	18	19	25	21	24	18
"slr1934"	1	0	88	82	68	56	73	67	100	131	115	122	116
"slr1935"	1	0	20	18	13	23	9	16	10	6	16	18	10
"slr1938"	1	0	35	18	15	24	18	10	28	25	35	30	35
"slr1939"	1	0	133	82	73	66	79	60	69	55	62	71	69
"slr1940"	1	0	49	55	55	54	58	67	78	79	87	105	84
"slr1942"	1	0	123	125	132	157	156	141	159	163	179	147	174
"slr1943"	1	0	77	50	43	38	38	54	28	35	38	35	45
"slr1944"	1	0	27	19	23	24	20	28	54	50	42	48	42
"slr1945"	1	0	87	68	72	78	61	61	67	62	61	90	67
"slr1946"	1	0	26	8	10	9	8	17	16	9	15	20	16
"slr1949"	1	0	68	52	44	41	49	45	62	68	50	51	52
"slr1950"	1	0	48	18	17	15	23	14	21	28	25	16	20
"slr1951"	1	0	35	10	8	8	16	12	19	17	13	13	13
"slr1956"	1	0	13	7	23	11	19	28	11	8	13	12	10
"slr1957"	1	0	15	7	7	4	16	5	14	5	6	9	7
"slr1958"	1	0	42	36	31	31	31	40	29	42	31	27	26
"slr1959"	1	0	160	99	141	116	127	124	120	117	119	131	89
"slr1960"	1	0	34	13	12	8	12	10	13	7	10	12	9
"slr1962"	1	0	36	19	32	12	19	24	36	30	36	33	29
"slr1963"	1	0	36	63	85	57	56	74	116	106	87	105	103
"slr1964"	1	0	16	6	17	5	11	14	14	9	9	11	15
"slr1966"	1	0	36	44	36	19	27	37	20	36	29	24	27
"slr1968"	1	0	102	46	63	66	67	65	44	47	62	54	58
"slr1969"	1	0	61	27	32	34	24	31	26	21	20	29	29
"slr1970"	1	0	32	16	13	9	16	22	36	26	31	31	39
"slr1971"	1	0	25	22	10	18	18	10	33	38	45	27	28
"slr1972"	1	0	17	6	2	3	4	0	11	8	9	6	6
"slr1974"	1	0	112	88	92	89	78	75	84	82	81	78	65
"slr1975"	1	0	55	50	39	26	46	36	70	53	50	58	61
"slr1977"	1	0	19	22	10	15	11	15	11	12	9	10	11
"slr1978"	1	0	47	15	13	23	15	19	32	16	15	21	26
"slr1979"	1	0	44	18	19	13	29	13	27	33	25	34	41
"slr1980"	1	0	36	28	22	21	19	21	26	26	30	29	30
"slr1982"	1	0	27	18	20	19	30	36	48	47	42	50	42
"slr1983"	1	0	62	14	10	20	22	19	42	32	46	41	36
"slr1984"	1	0	55	62	44	45	42	45	56	83	68	60	57
"slr1986"	1	0	35	222	149	212	158	119	302	298	324	326	355
"slr1990"	1	0	13	3	12	8	6	7	2	1	5	5	4
"slr1991"	1	0	33	22	19	23	24	20	24	23	20	20	20
"slr1992"	1	0	22	15	12	13	12	13	20	24	26	24	26
"slr1993"	1	0	48	13	14	15	16	17	30	27	25	21	18
"slr1994"	1	0	44	25	29	26	23	27	24	28	29	24	31
"slr1998"	1	0	80	67	44	48	44	53	58	58	48	55	40
"slr1999"	1	0	41	21	25	17	25	19	27	26	38	29	28
"slr2000"	1	0	19	7	15	9	8	5	5	6	6	2	7
"slr2001"	1	0	49	18	25	26	27	33	41	32	41	43	37
"slr2002"	1	0	140	92	86	65	70	88	95	100	90	86	105
"slr2003"	1	0	23	34	37	49	42	26	9	9	17	8	9
"slr2004"	1	0	67	70	63	58	88	68	71	85	86	70	76
"slr2005"	1	0	33	12	14	17	17	10	24	18	23	27	25
"slr2006"	1	0	8	6	4	2	6	8	4	4	2	4	4
"slr2007"	1	0	10	5	4	6	5	5	2	2	1	6	1
"slr2008"	1	0	7	1	3	4	2	0	4	1	3	6	1
"slr2009"	1	0	19	6	7	6	8	7	10	3	8	8	6
"slr2010"	1	0	19	17	12	10	12	12	13	11	9	8	14
"slr2011"	1	0	8	1	1	1	0	0	8	5	7	8	3
"slr2012"	1	0	10	1	6	4	4	4	8	1	3	8	1
"slr2013"	1	0	93	44	37	37	29	38	46	56	30	36	42
"slr2015"	1	0	87	63	50	44	39	43	52	59	56	60	67
"slr2016"	1	0	21	19	11	8	16	6	28	24	20	13	22
"slr2017"	1	0	32	28	34	25	27	31	19	21	19	13	16
"slr2018"	1	0	76	73	82	107	100	105	60	56	68	65	69
"slr2019"	1	0	72	37	33	33	33	38	38	50	44	33	36
"slr2023"	1	0	27	27	12	8	12	9	26	34	41	39	30
"slr2024"	1	0	38	14	21	13	19	20	41	29	32	37	34
"slr2025"	1	0	5	2	7	3	6	2	3	3	0	1	4
"slr2026"	1	0	46	16	22	7	13	16	12	24	19	20	23
"slr2027"	1	0	23	12	14	16	13	22	23	16	20	32	9
"slr2030"	1	0	44	30	33	14	29	19	23	28	38	32	25
"slr2031"	1	0	71	47	43	27	53	42	42	26	42	45	47
"slr2032"	1	0	11	6	2	6	4	5	9	8	7	10	4
"slr2033"	1	0	18	25	33	34	36	36	17	18	20	19	16
"slr2034"	1	0	43	20	26	37	36	34	28	45	39	43	50
"slr2035"	1	0	46	20	22	28	23	20	22	21	25	25	26
"slr2036"	1	0	24	4	11	3	9	8	5	8	11	7	10
"slr2037"	1	0	58	29	45	31	31	31	50	44	59	49	55
"slr2038"	1	0	25	8	12	1	3	9	12	16	7	16	8
"slr2041"	1	0	19	7	4	7	4	8	10	6	14	10	6
"slr2042"	1	0	23	11	12	11	13	9	13	15	11	10	19
"slr2043"	1	0	27	19	17	15	16	31	23	21	14	24	32
"slr2044"	1	0	47	27	12	12	20	15	32	30	29	41	23
"slr2045"	1	0	8	15	18	17	19	15	4	13	10	8	9
"slr2046"	1	0	17	7	5	5	3	7	13	11	15	18	12
"slr2047"	1	0	60	23	40	25	22	32	24	20	35	31	32
"slr2048"	1	0	53	30	26	25	46	26	26	35	37	30	35
"slr2049"	1	0	49	78	79	60	61	63	95	91	91	86	92
"slr2051"	1	0	82	94	84	103	96	90	114	118	127	108	148
"slr2052"	1	0	28	15	20	18	16	16	22	24	24	25	24
"slr2053"	1	0	25	15	16	13	23	19	14	16	17	7	17
"slr2058"	1	0	236	124	135	125	158	152	120	120	120	145	139
"slr2059"	1	0	27	7	7	5	7	5	8	8	9	14	14
"slr2060"	1	0	70	29	19	32	23	30	50	55	43	50	57
"slr2062"	1	0	299	139	155	143	159	151	210	197	148	174	170
"slr2067"	1	0	36	141	86	111	108	103	402	406	436	516	507
"slr2070"	1	0	25	35	28	22	19	26	31	34	28	35	32
"slr2071"	1	0	20	16	12	6	20	14	21	6	22	21	15
"slr2072"	1	0	107	61	63	55	55	45	70	68	71	76	68
"slr2073"	1	0	15	5	9	7	8	7	29	28	25	37	33
"slr2074"	1	0	24	25	11	18	16	10	33	28	27	23	28
"slr2075"	1	0	15	19	43	29	33	55	31	34	55	96	89
"slr2076"	1	0	124	137	180	153	150	185	309	354	442	549	537
"slr2077"	1	0	125	100	84	67	71	62	78	90	84	88	84
"slr2078"	1	0	23	8	8	13	9	11	15	17	15	20	16
"slr2079"	1	0	26	21	23	15	24	22	21	20	25	21	24
"slr2080"	1	0	48	44	39	26	20	24	46	49	62	61	44
"slr2081"	1	0	36	16	15	8	23	16	23	27	25	25	28
"slr2082"	1	0	18	17	9	16	13	13	11	16	17	14	20
"slr2083"	1	0	5	3	2	3	3	4	3	5	5	5	4
"slr2084"	1	0	36	12	9	19	21	13	19	14	24	14	17
"slr2087"	1	0	51	20	19	23	21	30	15	26	22	33	26
"slr2088"	1	0	74	35	18	35	42	26	68	76	81	78	67
"slr2089"	1	0	55	32	31	20	25	28	50	59	61	55	68
"slr2092"	1	0	47	26	21	12	17	18	21	29	26	20	22
"slr2094"	1	0	76	134	122	113	123	100	183	187	192	169	191
"slr2096"	1	0	26	11	15	18	16	20	17	21	12	17	20
"slr2097"	1	0	45	52	63	66	52	65	31	30	32	32	33
"slr2098"	1	0	135	90	97	85	89	93	94	109	101	95	80
"slr2099"	1	0	46	31	41	40	44	35	53	58	53	24	37
"slr2100"	1	0	61	29	37	36	37	29	28	26	31	35	27
"slr2101"	1	0	7	4	5	6	6	3	5	3	3	3	2
"slr2102"	1	0	63	66	65	47	65	64	40	37	34	49	32
"slr2103"	1	0	38	44	46	28	50	51	36	49	50	40	44
"slr2104"	1	0	122	79	62	75	67	71	75	73	89	77	79
"slr2105"	1	0	53	37	30	41	33	36	27	33	28	27	31
"slr2107"	1	0	46	30	28	37	32	25	28	20	21	30	34
"slr2108"	1	0	71	48	47	49	48	53	32	62	40	39	38
"slr2110"	1	0	9	3	5	6	4	9	6	12	12	7	5
"slr2111"	1	0	16	13	19	16	14	16	6	5	3	2	8
"slr2112"	1	0	16	0	2	5	4	0	5	5	3	8	7
"slr2114"	1	0	51	44	53	48	46	54	21	32	24	29	25
"slr2115"	1	0	117	59	62	65	71	58	83	87	67	82	79
"slr2116"	1	0	67	55	38	41	35	25	37	40	23	28	36
"slr2117"	1	0	55	22	30	27	62	41	41	30	37	37	29
"slr2118"	1	0	82	78	65	69	71	53	44	50	43	52	43
"slr2119"	1	0	69	35	34	27	33	34	36	39	39	49	37
"slr2120"	1	0	27	8	12	30	20	22	14	20	16	20	18
"slr2121"	1	0	7	1	2	0	1	3	0	2	1	1	0
"slr2122"	1	0	25	28	15	12	12	11	26	23	35	25	34
"slr2123"	1	0	21	14	14	15	7	9	12	16	17	15	16
"slr2124"	1	0	9	4	6	5	9	8	10	8	7	8	8
"slr2125"	1	0	48	27	35	36	30	42	43	38	26	28	31
"slr2126"	1	0	75	42	66	52	77	55	58	43	47	58	56
"slr2127"	1	0	58	33	45	43	47	36	42	52	62	64	66
"slr2128"	1	0	25	6	7	3	6	13	7	9	17	6	7
"slr2130"	1	0	38	13	14	16	18	18	24	28	21	26	22
"slr2131"	1	0	68	31	42	28	36	42	43	39	38	43	32
"slr2132"	1	0	74	20	22	23	26	20	36	30	37	40	34
"slr2135"	1	0	10	13	3	6	1	3	7	2	7	7	7
"slr2136"	1	0	66	48	34	46	27	37	74	61	76	85	77
"slr2141"	1	0	71	33	58	55	60	49	38	37	45	36	41
"slr2143"	1	0	35	16	38	23	30	23	11	20	18	14	14
"slr2144"	1	0	32	18	24	15	17	20	34	30	28	38	30
"slr5005"	1	0	256	131	137	144	120	149	160	168	138	162	126
"slr5010"	1	0	12	3	0	1	0	0	1	3	4	8	4
"slr5012"	1	0	52	40	47	42	40	38	34	32	35	46	34
"slr5013"	1	0	79	47	47	32	38	40	38	48	48	41	54
"slr5016"	1	0	60	24	19	16	25	15	23	30	24	26	28
"slr5017"	1	0	11	6	14	14	15	18	7	12	8	11	8
"slr5018"	1	0	13	16	16	12	16	14	9	7	15	11	6
"slr5021"	1	0	28	10	11	10	14	12	25	7	15	12	21
"slr5022"	1	0	42	23	19	17	18	14	23	28	38	32	18
"slr5023"	1	0	78	50	50	32	44	40	51	47	43	42	51
"slr5024"	1	0	37	14	18	18	20	13	13	21	17	14	12
"slr5029"	1	0	31	4	5	4	3	5	12	15	7	18	11
"slr5037"	1	0	30	42	31	26	41	38	35	28	34	28	28
"slr5038"	1	0	19	22	10	19	22	18	16	23	20	21	26
"slr5040"	1	0	10	0	1	2	2	2	1	5	4	1	3
"slr5051"	1	0	38	23	25	18	15	22	22	19	21	19	18
"slr5053"	1	0	12	3	2	1	2	2	4	6	2	3	3
"slr5054"	1	0	58	21	26	18	26	21	41	47	43	55	46
"slr5055"	1	0	64	10	25	33	22	28	23	44	24	22	41
"slr5056"	1	0	44	26	28	29	21	25	27	25	18	23	24
"slr5058"	1	0	88	32	40	24	66	41	43	40	43	44	40
"slr5071"	1	0	24	14	19	15	14	8	14	13	21	19	20
"slr5073"	1	0	10	18	17	9	16	13	5	4	5	3	3
"slr5077"	1	0	14	1	1	4	6	4	7	11	14	4	11
"slr5078"	1	0	45	40	22	24	28	26	28	27	33	27	20
"slr5082"	1	0	7	0	1	0	0	3	0	5	2	2	2
"slr5085"	1	0	16	7	9	7	6	3	6	10	9	4	10
"slr5087"	1	0	30	15	21	20	15	10	18	16	13	10	13
"slr5088"	1	0	28	12	13	4	10	14	16	16	13	17	19
"slr5093"	1	0	74	37	47	32	30	39	37	36	47	47	37
"slr5101"	1	0	54	10	37	29	45	44	25	23	33	32	30
"slr5102"	1	0	35	39	28	42	43	39	22	18	15	18	13
"slr5105"	1	0	1	0	0	0	1	0	0	0	0	0	0
"slr5110"	1	0	34	25	29	27	30	22	19	22	23	20	22
"slr5111"	1	0	26	17	24	21	25	16	23	28	21	24	27
"slr5112"	1	0	96	57	80	60	58	49	44	51	45	60	66
"slr5115"	1	0	66	27	36	37	45	32	33	28	24	24	17
"slr5116"	1	0	9	0	2	2	0	2	2	5	3	3	2
"slr5118"	1	0	23	3	6	6	7	2	4	2	8	12	5
"slr5119"	1	0	20	5	6	2	4	6	12	13	11	9	9
"slr5124"	1	0	9	0	0	1	0	1	6	9	6	4	9
"slr5126"	1	0	38	23	43	26	52	43	41	30	33	33	39
"slr5127"	1	0	47	27	28	27	42	26	39	32	32	32	21
"slr6001"	1	0	162	85	89	90	91	106	96	93	108	109	103
"slr6031"	1	0	142	64	83	65	70	63	65	62	74	69	81
"slr6033"	1	0	110	70	71	71	86	85	75	93	55	90	69
"slr6034"	1	0	4	0	0	0	0	0	4	3	3	4	1
"slr6037"	1	0	2	5	2	5	3	7	1	1	6	6	3
"slr6038"	1	0	13	5	2	2	3	2	13	8	7	10	12
"slr6039"	1	0	1	1	0	1	0	0	0	0	0	0	1
"slr6040"	1	0	17	4	4	1	2	3	7	7	5	11	7
"slr6041"	1	0	1	0	0	0	0	0	1	0	2	2	0
"slr6042"	1	0	74	36	39	36	31	53	31	31	27	33	36
"slr6043"	1	0	75	36	24	34	37	26	27	43	35	32	43
"slr6044"	1	0	9	7	2	4	5	3	4	7	11	11	19
"slr6045"	1	0	17	9	12	10	12	10	19	12	20	21	18
"slr6047"	1	0	334	169	207	162	178	211	224	224	210	218	222
"slr6049"	1	0	27	11	10	9	5	8	11	8	8	11	11
"slr6050"	1	0	313	215	199	184	190	199	191	215	226	228	183
"slr6051"	1	0	25	24	16	16	12	20	26	20	14	17	15
"slr6056"	1	0	23	3	4	6	5	4	8	9	13	13	9
"slr6057"	1	0	54	24	34	31	37	37	52	39	43	41	27
"slr6058"	1	0	28	10	17	10	17	27	24	20	26	29	22
"slr6090"	1	0	184	105	107	100	110	94	121	113	120	110	108
"slr6091"	1	0	79	48	50	30	63	50	53	68	56	53	73
"slr6094"	1	0	23	9	7	5	9	4	9	9	11	12	6
"slr6095"	1	0	109	69	70	71	66	78	57	64	85	73	80
"slr6096"	1	0	118	50	63	46	50	42	74	66	60	63	61
"slr6097"	1	0	107	78	56	53	56	52	57	73	76	72	60
"slr6100"	1	0	29	19	18	15	15	14	18	16	23	22	12
"slr6101"	1	0	13	8	13	12	9	10	4	11	7	5	6
"slr6102"	1	0	245	163	154	166	154	170	141	165	145	161	176
"slr6103"	1	0	71	31	26	22	31	23	29	34	33	36	32
"slr6104"	1	0	35	13	11	15	22	14	19	21	14	17	13
"slr6106"	1	0	105	63	50	40	39	51	74	77	71	67	64
"slr6107"	1	0	11	3	4	3	2	3	7	2	5	4	6
"slr6108"	1	0	90	68	48	41	37	51	65	46	50	58	43
"slr6110"	1	0	43	17	14	13	9	23	27	15	18	21	25
"slr7005"	1	0	21	0	2	2	1	3	8	7	2	8	3
"slr7010"	1	0	130	87	83	81	79	106	80	83	73	80	84
"slr7011"	1	0	196	108	108	98	118	98	108	98	109	94	113
"slr7012"	1	0	64	41	37	37	36	40	64	58	47	48	46
"slr7013"	1	0	39	22	26	27	30	26	19	18	20	17	18
"slr7014"	1	0	35	27	31	33	20	24	16	19	20	22	15
"slr7015"	1	0	55	29	34	45	38	36	48	57	43	43	41
"slr7016"	1	0	83	40	39	32	39	33	36	32	31	27	36
"slr7023"	1	0	95	48	52	43	41	54	43	48	46	34	56
"slr7024"	1	0	158	101	108	116	87	102	108	89	110	107	115
"slr7025"	1	0	52	62	37	47	55	46	33	43	46	46	43
"slr7026"	1	0	40	27	20	21	19	15	30	30	31	32	31
"slr7032"	1	0	27	16	19	10	15	11	16	7	8	13	13
"slr7037"	1	0	165	82	86	76	93	86	87	85	95	90	99
"slr7041"	1	0	11	12	15	8	14	15	13	12	14	14	11
"slr7049"	1	0	74	84	88	59	69	77	86	84	78	85	87
"slr7052"	1	0	14	11	5	7	10	10	13	20	25	30	29
"slr7054"	1	0	65	36	42	33	50	49	37	36	54	48	55
"slr7057"	1	0	95	42	47	43	32	36	32	30	30	28	42
"slr7058"	1	0	40	9	14	19	23	14	32	28	25	31	32
"slr7059"	1	0	47	34	30	30	24	22	32	21	33	22	32
"slr7060"	1	0	90	51	74	60	60	68	68	57	79	59	66
"slr7061"	1	0	60	42	56	57	45	41	32	34	35	43	53
"slr7068"	1	0	53	34	24	20	20	29	41	43	39	39	36
"slr7071"	1	0	61	20	31	38	35	34	30	31	17	38	24
"slr7073"	1	0	22	9	5	5	8	8	10	7	8	9	4
"slr7076"	1	0	24	8	10	5	9	14	5	9	9	9	5
"slr7080"	1	0	46	24	23	17	19	16	17	26	17	20	20
"slr7081"	1	0	97	84	98	86	91	94	87	75	74	83	72
"slr7082"	1	0	69	50	46	56	51	53	48	60	46	62	41
"slr7083"	1	0	47	28	35	30	37	39	26	29	26	36	29
"slr7088"	1	0	16	6	3	8	5	6	3	3	3	4	5
"slr7091"	1	0	11	8	10	12	15	8	2	2	7	9	2
"slr7092"	1	0	79	34	28	24	21	30	49	46	41	61	57
"slr7094"	1	0	8	9	11	9	6	9	18	19	13	15	6
"slr7095"	1	0	25	9	10	8	14	7	6	10	8	12	14
"slr7096"	1	0	23	30	35	44	37	33	19	22	15	24	23
"slr7097"	1	0	37	15	10	20	17	22	16	13	13	17	10
"slr7098"	1	0	37	18	10	14	10	9	27	16	22	22	24
"slr7099"	1	0	33	11	13	6	14	9	21	25	27	18	21
"slr7100"	1	0	57	52	65	66	63	61	82	74	77	77	84
"slr7101"	1	0	13	19	29	30	15	20	18	14	20	15	18
"slr7102"	1	0	73	43	34	37	34	31	37	18	32	25	29
"slr8014"	1	0	16	7	10	4	7	1	10	8	3	5	11
"slr8015"	1	0	30	16	12	3	9	9	11	6	7	10	8
"slr8016"	1	0	98	38	69	39	72	72	58	60	43	40	66
"slr8021"	1	0	33	15	26	16	11	16	12	12	10	16	9
"slr8022"	1	0	9	2	2	4	3	1	14	4	7	4	5
"slr8023"	1	0	51	24	26	31	29	31	55	50	50	40	48
"slr8026"	1	0	51	29	28	30	28	28	22	23	17	33	26
"slr8029"	1	0	70	31	26	22	26	32	30	21	18	36	36
"slr8030"	1	0	56	44	37	45	41	31	31	37	39	36	42
"slr8036"	1	0	40	18	33	20	19	12	13	26	10	22	14
"slr8037"	1	0	47	16	22	27	17	25	32	31	39	36	28
"slr8038"	1	0	152	92	91	94	95	93	98	98	86	88	72
"slr8044"	1	0	57	25	44	44	43	47	36	39	42	32	39
"slr9002"	1	0	26	21	19	15	28	27	25	19	16	17	12
"slr9003"	1	0	241	120	145	111	120	120	115	116	131	132	126
"slr9101"	1	0	137	111	108	80	96	112	99	73	84	88	84
"slr9102"	1	0	34	15	18	18	17	12	19	24	24	24	20
"slr9201"	1	0	20	5	5	7	3	2	17	14	15	16	16
"slr9203"	1	0	62	20	38	28	29	35	33	31	39	23	25
"sml0001"	1	0	2	0	0	0	0	0	0	0	1	0	1
"sml0002"	1	0	1	0	0	0	0	0	0	0	0	1	0
"sml0003"	1	0	1	0	0	0	0	0	0	0	0	1	0
"sml0004"	1	0	1	0	0	0	0	0	0	1	0	0	0
"sml0005"	1	0	1	1	0	2	0	0	0	0	0	2	0
"sml0006"	1	0	69	51	65	46	63	75	64	60	76	78	57
"sml0007"	1	0	6	1	0	1	1	1	1	1	1	2	3
"sml0008"	1	0	1	1	1	1	2	2	2	2	2	3	2
"sml0009"	1	0	3	0	0	0	0	0	1	2	0	2	3
"sml0010"	1	0	18	18	13	14	14	8	28	45	26	22	38
"sml0011"	1	0	52	55	51	57	51	52	42	44	46	47	48
"sml0012"	1	0	10	25	14	12	4	10	7	9	4	11	6
"sml0013"	1	0	4	7	8	5	7	3	6	10	2	3	4
"smr0001"	1	0	3	0	3	0	1	2	2	1	1	1	2
"smr0003"	1	0	1	0	0	0	2	0	0	0	0	0	0
"smr0005"	1	0	2	0	0	1	0	1	2	3	2	3	3
"smr0006"	1	0	2	2	1	1	2	2	4	5	8	9	9
"smr0007"	1	0	7	35	21	32	29	11	8	9	6	9	7
"smr0008"	1	0	1	5	3	8	4	6	3	0	2	1	2
"smr0010"	1	0	2	0	0	0	0	0	1	2	0	0	1
"smr0011"	1	0	67	40	42	36	42	32	32	29	24	34	31
"smr0012"	1	0	32	11	21	10	14	23	19	12	14	21	22
"smr0013"	1	0	7	6	12	2	5	6	16	27	22	24	24
"smr0014"	1	0	15	12	21	23	23	27	10	9	16	11	11
"smr0015"	1	0	10	0	7	4	2	1	3	1	3	5	3
"ssl0020"	1	0	4	8	9	2	4	6	13	10	8	8	10
"ssl0090"	1	0	40	58	57	43	40	27	71	72	64	59	48
"ssl0105"	1	0	24	8	8	10	5	11	7	4	11	4	14
"ssl0109"	1	0	25	18	19	14	11	18	17	17	20	19	18
"ssl0172"	1	0	21	18	25	12	30	27	13	18	15	16	10
"ssl0241"	1	0	46	17	17	22	29	18	14	24	16	21	14
"ssl0242"	1	0	15	64	59	62	45	54	29	22	26	40	25
"ssl0258"	1	0	50	33	30	39	25	42	33	39	32	32	38
"ssl0259"	1	0	4	1	3	3	3	2	4	1	4	3	2
"ssl0294"	1	0	9	5	6	6	4	6	8	7	9	9	9
"ssl0296"	1	0	9	3	1	2	2	2	6	4	6	3	2
"ssl0312"	1	0	34	23	19	17	17	21	15	24	20	23	17
"ssl0318"	1	0	7	3	1	3	5	2	4	6	10	2	4
"ssl0323"	1	0	9	3	4	5	3	7	5	1	6	1	4
"ssl0331"	1	0	19	18	10	19	13	8	16	19	12	12	14
"ssl0352"	1	0	12	19	31	23	24	33	64	72	50	41	31
"ssl0353"	1	0	8	1	2	8	7	3	9	1	4	8	1
"ssl0385"	1	0	21	18	17	13	12	12	12	9	11	13	16
"ssl0410"	1	0	28	22	12	10	15	13	11	10	4	8	8
"ssl0426"	1	0	18	4	4	11	4	9	13	9	12	14	13
"ssl0431"	1	0	29	21	27	25	21	20	23	19	21	14	20
"ssl0438"	1	0	29	10	9	9	13	8	8	8	7	5	16
"ssl0452"	1	0	16	19	11	13	11	12	31	22	17	22	14
"ssl0453"	1	0	9	2	8	2	3	3	7	8	11	2	6
"ssl0461"	1	0	15	2	7	4	3	7	14	21	20	26	24
"ssl0467"	1	0	34	23	36	25	30	20	31	29	27	32	26
"ssl0483"	1	0	3	3	4	0	6	3	1	1	2	0	1
"ssl0511"	1	0	23	24	9	16	12	11	14	14	14	10	16
"ssl0546"	1	0	58	53	43	41	36	48	81	63	85	95	74
"ssl0563"	1	0	28	87	49	96	75	69	145	123	121	144	164
"ssl0564"	1	0	14	7	5	5	8	7	5	5	6	4	9
"ssl0601"	1	0	66	32	45	36	51	63	47	39	46	53	55
"ssl0606"	1	0	2	2	1	1	0	0	0	1	0	0	1
"ssl0707"	1	0	28	20	46	34	32	55	64	53	92	130	148
"ssl0738"	1	0	4	0	1	1	0	1	0	0	1	0	2
"ssl0739"	1	0	23	2	7	15	15	12	9	12	7	7	5
"ssl0750"	1	0	14	8	6	11	5	8	6	9	10	8	8
"ssl0769"	1	0	12	2	0	3	3	3	2	4	3	3	4
"ssl0787"	1	0	12	8	4	2	3	0	6	6	9	11	5
"ssl0788"	1	0	9	5	3	3	7	9	4	4	3	1	3
"ssl0832"	1	0	13	21	15	12	13	19	6	11	6	14	12
"ssl0900"	1	0	3	2	0	0	4	1	0	1	0	2	1
"ssl1004"	1	0	9	8	2	4	6	8	4	3	3	4	6
"ssl1045"	1	0	28	10	13	17	15	11	8	6	7	11	15
"ssl1046"	1	0	7	1	2	3	1	4	2	2	3	4	1
"ssl1047"	1	0	12	9	13	5	6	3	0	2	4	2	5
"ssl1255"	1	0	15	7	8	6	10	13	14	19	15	8	18
"ssl1263"	1	0	3	0	0	0	0	0	1	1	0	1	0
"ssl1277"	1	0	8	17	16	10	11	8	4	5	14	10	10
"ssl1300"	1	0	22	5	11	10	9	12	15	10	11	10	13
"ssl1326"	1	0	50	58	71	61	55	48	36	44	29	41	48
"ssl1328"	1	0	19	10	9	8	4	8	7	8	7	6	8
"ssl1376"	1	0	4	2	2	4	1	1	0	0	0	1	0
"ssl1377"	1	0	24	4	8	10	8	10	10	8	12	6	7
"ssl1378"	1	0	6	3	2	1	2	1	4	4	9	8	12
"ssl1417"	1	0	5	1	4	2	1	5	1	2	1	3	1
"ssl1426"	1	0	81	46	45	78	57	44	50	40	45	41	50
"ssl1464"	1	0	9	6	3	4	8	7	2	3	4	2	2
"ssl1493"	1	0	15	3	8	3	1	2	8	1	7	5	8
